x,y
-1.8071731514292901,-1.9614014912340887
-1.5607613333865737,-2.00360596719966
-1.8480146198447196,-1.9036782324324313
-1.7987322562361765,-1.9121191276255456
-1.7494498926276334,-1.92056002281866
-1.6016028018020032,-1.9458827083980026
-1.55232043819346,-1.9543236035911171
-1.790291361043062,-1.8628367640170023
-1.7410089974345189,-1.8712776592101164
-1.6917266338259749,-1.8797185544032309
-1.5931619066088887,-1.8966003447894595
-1.5438795430003456,-1.9050412399825736
-1.7325681022414043,-1.8219952956015733
-1.6832857386328604,-1.8304361907946873
-1.5847210114157742,-1.847317981180916
-1.6748448434397458,-1.7811538271861442
-1.6255624798312027,-1.7895947223792588
-1.5762801162226596,-1.7980356175723728
